#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Kb)	GC%	Host	Segmemts	Genes	Proteins	Release Date	Modify Date	Status
Pseudalatia unipuncta granulovirus	36355		0	Other	Baculoviridae	176.677	39.8	invertebrates	 Unknown:NC_013772.1/EU678671.1	183	183	2008/10/31	2021/03/12	Complete Genome
Porcine circovirus type 1/2a	720569		0	Other	Circoviridae	1.767	49.1	vertebrates	NC_013774.1/FJ655418.1	2	2	2009/12/31	2018/08/13	Complete Genome
Silicibacter phage DSS3-P1	754060	PRJNA47567	47567	Other	Siphoviridae	60.467	63.8	bacteria	HQ632855.1	79	78	2011/11/19	2016/07/25	Chromosome
Micromonas pusilla virus 12T	755272	PRJNA47583	47583	Other	Phycodnaviridae	205.622	39.8	eukaryotic algae	 Unknown:NC_020864.1/HQ632826.1	265	253	2013/03/24	2020/12/20	Complete Genome
Phaeocystis globosa virus 12T	755273	PRJNA47585	47585	Other	Phycodnaviridae	460.002	32	eukaryotic algae	HQ634147.1	449	439	2011/11/21	2016/07/25	Chromosome
Phaeocystis globosa virus 14T	755274	PRJNA47587	47587	Other	Phycodnaviridae	452.892	32	eukaryotic algae	HQ634144.1	444	433	2011/11/21	2011/11/21	Chromosome
Synechococcus phage S-CBM2	351708	PRJNA47591	47591	Other	Myoviridae	180.892	39.7	bacteria	HQ633061.1	212	197	2012/05/30	2012/05/30	Chromosome
Ostreococcus lucimarinus virus OlV3	754062	PRJNA47607	47607	Other	Phycodnaviridae	191.242	41.4	eukaryotic algae	HQ633060.1	265	248	2012/05/30	2012/05/30	Chromosome
Ostreococcus lucimarinus virus OlV4	754063	PRJNA47609	47609	Other	Phycodnaviridae	216.925	40.3	eukaryotic algae	JF974316.1	319	299	2011/11/23	2016/07/25	Chromosome
Ostreococcus lucimarinus virus OlV5	754064	PRJNA47611	47611	Other	Phycodnaviridae	186.468	41.6	eukaryotic algae	 Unknown:NC_020852.1/HQ632827.1	263	251	2013/03/24	2020/12/20	Complete Genome
Ostreococcus lucimarinus virus OlV6	754065	PRJNA47613	47613	Other	Phycodnaviridae	184.949	41.7	eukaryotic algae	HQ633059.1	257	248	2012/05/30	2012/05/30	Chromosome
Synechococcus phage S-CAM1	754037	PRJNA47615	47615	Other	Myoviridae	198.013	43	bacteria	 Unknown:NC_020837.1/HQ634177.1	241	231	2013/03/23	2020/12/20	Complete Genome
Halorubrum phage CGphi46	754066	PRJNA47629	47629	Other	Siphoviridae	39.784	65.1	archaea	 Unknown:NC_021537.1/HQ332141.1	55	55	2013/06/10	2020/12/20	Complete Genome
Salicola phage CGphi29	754067	PRJNA47631	47631	Other	Siphoviridae	40.695	56.4	bacteria	 Unknown:NC_020844.1/HQ634153.1	64	64	2013/03/24	2020/12/20	Complete Genome
Emiliania huxleyi virus PS401	754068	PRJNA47633	47633	Other	Phycodnaviridae	301.52	60.1	eukaryotic algae	HQ634146.1	329	327	2011/11/21	2016/07/25	Chromosome
Synechococcus phage S-RIP2	754040	PRJNA47635	47635	Other	Autographiviridae	45.728	47.3	bacteria	 Unknown:NC_020838.1/HQ317389.1	57	54	2013/03/16	2020/12/20	Complete Genome
Synechococcus phage S-RIP1	754041	PRJNA47637	47637	Other	Autographiviridae	44.892	42.9	bacteria	 Unknown:NC_020867.1/HQ317388.1	61	55	2013/03/16	2020/12/20	Complete Genome
Synechococcus phage S-IOM18	754039	PRJNA47645	47645	Other	Myoviridae	171.797	40.6	bacteria	 Unknown:NC_021536.1/HQ317383.1	219	209	2013/06/10	2020/12/20	Complete Genome
Synechococcus phage S-SKS1	754042	PRJNA47647	47647	Other	Myoviridae	208.007	36	bacteria	 Unknown:NC_020851.1/HQ633071.1	302	281	2013/03/24	2020/12/20	Complete Genome
Emiliania huxleyi virus 201	181210	PRJNA47649	47649	Other	Phycodnaviridae	407.301	40.5	eukaryotic algae	JF974311.1	454	447	2011/11/27	2012/02/22	Chromosome
Emiliania huxleyi virus 202	181211	PRJNA47651	47651	Other	Phycodnaviridae	407.516	40.3	eukaryotic algae	HQ634145.1	487	484	2011/11/19	2012/02/03	Chromosome
Emiliania huxleyi virus 203	181212	PRJNA47653	47653	Other	Phycodnaviridae	400.52	40.1	eukaryotic algae	JF974291.1	468	461	2011/09/21	2011/11/28	Chromosome
Emiliania huxleyi virus 207	181214	PRJNA47657	47657	Other	Phycodnaviridae	421.891	40.5	eukaryotic algae	JF974317.1	476	468	2011/09/28	2012/02/22	Chromosome
Emiliania huxleyi virus 208	181215	PRJNA47659	47659	Other	Phycodnaviridae	411.003	40.4	eukaryotic algae	JF974318.1	459	448	2011/09/28	2012/02/22	Chromosome
Emiliania huxleyi virus 88	181217	PRJNA47661	47661	Other	Phycodnaviridae	397.298	40.2	eukaryotic algae	JF974310.1	478	473	2011/09/28	2012/02/22	Chromosome
Emiliania huxleyi virus 84	181216	PRJNA47663	47663	Other	Phycodnaviridae	396.62	40.2	eukaryotic algae	JF974290.1	484	464	2011/09/26	2016/07/25	Chromosome
Dunaliella viridis virus SI2	754069	PRJNA47665	47665	Other	Podoviridae	37.328	62.7	-	 Unknown:NC_023841.1/HQ332136.1	51	51	2013/03/19	2020/12/20	Complete Genome
Tetraselmis viridis virus S20	754070	PRJNA47667	47667	Other	Siphoviridae	38.987	61.2	algae	 Unknown:NC_020840.1/HQ632857.1	55	55	2013/03/24	2020/12/20	Complete Genome
Tetraselmis viridis virus SI1	754071	PRJNA47669	47669	Other	Siphoviridae	39.398	61.2	algae	 Unknown:HQ632858.1	55	54	2013/03/24	2013/03/24	Complete Genome
Prochlorococcus phage P-SSM3	536453	PRJNA47671	47671	Other	Myoviridae	179.063	36.7	bacteria	 Unknown:NC_021559.1/HQ337021.1	223	214	2013/06/05	2020/12/20	Complete Genome
Prochlorococcus phage P-SSM5	536454	PRJNA47673	47673	Other	Myoviridae	252.013	35.5	bacteria	HQ632825.1	331	319	2013/06/05	2013/06/05	Complete Genome
Vibrio phage VBP32	754072	PRJNA47675	47675	Other	Podoviridae	76.718	42.5	bacteria	 Unknown:NC_020868.1/HQ634196.1	117	115	2013/03/25	2020/12/20	Complete Genome
Vibrio phage VBP47	754073	PRJNA47677	47677	Other	Podoviridae	76.705	42.5	bacteria	 Unknown:NC_020848.1/HQ634194.1	117	115	2013/03/25	2020/12/20	Complete Genome
Vibrio phage VBM1	754074	PRJNA47679	47679	Other	Myoviridae	38.374	42.3	bacteria	 Unknown:NC_020850.1/HQ317386.1	56	56	2013/03/17	2020/12/20	Complete Genome
Vibrio phage 11895-B1	754075	PRJNA47681	47681	Other	Myoviridae	126.434	35.5	bacteria	 Unknown:NC_020843.1/HQ634157.1	199	196	2013/03/24	2020/12/20	Complete Genome
Vibrio phage VBpm10	754076	PRJNA47683	47683	Other	Myoviridae	33.314	45.9	bacteria	JF974302.1	53	48	2013/02/26	2013/02/26	Chromosome
Sugarcane streak mosaic virus	53954		0	Other	Potyviridae	9.782	43.2	land plants	 Unknown:NC_014037.1/GQ388116.1	2	2	2010/04/09	2018/08/13	Complete Genome
Synechococcus phage S-CBP3	756276		0	Other	Autographiviridae	45.871	46.9	bacteria	 Unknown:NC_025461.1/KC310803.1	55	53	2014/10/24	2020/12/20	Complete Genome
Prochlorococcus phage P-SSP3	382273	PRJNA47875	47875	Other	Autographiviridae	46.198	37.9	bacteria	 Unknown:NC_020874.1/HQ332137.1	56	53	2013/03/10	2020/12/20	Complete Genome
Prochlorococcus phage P-SSP6	382275	PRJNA47877	47877	Other	Autographiviridae	47.039	39.2	bacteria	HQ634152.1	54	48	2013/02/26	2013/02/26	Complete Genome
Prochlorococcus phage P-GSP1	382262	PRJNA47879	47879	Other	Autographiviridae	44.945	39.6	bacteria	 Unknown:NC_020878.1/HQ332140.1	53	49	2013/03/10	2020/12/20	Complete Genome
Prochlorococcus phage P-RSP2	756283	PRJNA47881	47881	Other	Autographiviridae	42.257	34	bacteria	HQ332139.1	48	46	2013/02/26	2013/02/26	Chromosome
Tetraselmis viridis virus N1	756284	PRJNA47885	47885	unclassified viruses	unclassified	31.067	53.7	eukaryotic algae	JF974319.1	33	33	2011/11/23	2016/07/25	Chromosome
Tetraselmis viridis virus S1	756285	PRJNA47887	47887	unclassified viruses	unclassified	26.407	54	eukaryotic algae	 Unknown:NC_020869.1/HQ332143.1	24	24	2013/03/24	2020/12/20	Complete Genome
Cellulophaga phage phi3:1	756279		0	Other	Myoviridae	54.427	33.4	bacteria	KC821630.1	81	81	2013/06/29	2015/12/31	Complete Genome
Synechococcus phage S-CBP4	754059	PRJNA47563	47563	Other	Autographiviridae	41.824	44.3	bacteria	NC_048183.1/HM559717.1	50	48	2013/02/26	2020/12/20	Complete Genome
Synechococcus phage S-CBP42	461711		0	Other	Autographiviridae	45.218	54.6	bacteria	 Unknown:NC_029031.1/KC310805.1	57	51	2014/10/24	2020/12/20	Complete Genome
Synechococcus phage S-CBP2	756277		0	Other	Autographiviridae	46.237	55	bacteria	 Unknown:NC_025455.1/KC310806.1	53	53	2014/10/24	2020/12/20	Complete Genome
Synechococcus phage S-CBS4	756275		0	Other	Siphoviridae	69.42	50.8	bacteria	 Unknown:NC_016766.1/HQ698895.1	105	105	2012/01/15	2020/12/20	Complete Genome
Cellulophaga phage phiST	756282	PRJNA47893	47893	Other	Siphoviridae	79.114	30.2	bacteria	 Unknown:NC_020842.1/HQ634192.1	105	104	2013/03/25	2020/12/20	Complete Genome
Sunflower chlorotic mottle virus	129732		0	Other	Potyviridae	9.965	40.7	land plants	NC_014038.1/GU181199.1	2	2	2010/04/20	2018/08/13	Complete Genome
Okra yellow mosaic Mexico virus	327280		0	Other	Geminiviridae	5.194	46.2046	land plants	 DNA A:NC_014066.1/DQ022611.1;  DNA B:NC_014067.1/GU972604.1	7	7	2005/05/10	2018/08/13	Complete Genome
Torque teno mini virus 8	687376		0	Other	Anelloviridae	2.91	37.8	human	 Unknown:NC_014068.1/AF291073.1	2	2	2001/10/05	2018/08/13	Complete Genome
Torque teno virus 4	687343		0	Other	Anelloviridae	3.69	53.6	vertebrates	 Unknown:NC_014069.1/AB041957.1	2	2	2000/12/14	2018/08/13	Complete Genome
Torque teno sus virus 1a	687386		0	Other	Anelloviridae	2.878	51.6	vertebrates	 Unknown:NC_014070.1/AB076001.1	3	3	2002/04/18	2018/08/13	Complete Genome
Torque teno canis virus	687385		0	Other	Anelloviridae	2.797	54.6	vertebrates	 Unknown:NC_014071.1/AB076002.1	3	3	2002/04/18	2018/08/13	Complete Genome
Torque teno felis virus	687384		0	Other	Anelloviridae	2.064	54	vertebrates	 Unknown:NC_014072.1/AB076003.1	3	3	2002/04/18	2018/08/13	Complete Genome
Torque teno virus 28	687367		0	Other	Anelloviridae	3.629	51.7	-	 Unknown:NC_014073.1/AB064598.1	4	4	2001/12/15	2018/08/13	Complete Genome
Torque teno virus 27	687366		0	Other	Anelloviridae	3.729	53.4	human	 Unknown:NC_014074.1/AB064595.1	4	4	2001/12/15	2018/08/13	Complete Genome
Torque teno virus 12	687351		0	Other	Anelloviridae	3.759	50.8	-	 Unknown:NC_014075.1/AB064605.1	4	4	2001/12/15	2018/08/13	Complete Genome
Torque teno virus 10	687349		0	Other	Anelloviridae	3.77	51.2	human	 Unknown:NC_014076.1/AB064607.1	4	4	2001/12/15	2018/08/13	Complete Genome
Torque teno virus 14	687353		0	Other	Anelloviridae	3.899	56.2	vertebrates	 Unknown:NC_014077.1/AB037926.1	2	2	2000/12/06	2018/08/13	Complete Genome
Torque teno virus 19	687358		0	Other	Anelloviridae	3.808	53.8	-	 Unknown:NC_014078.1/AB025946.2	2	2	1999/07/03	2018/08/13	Complete Genome
Torque teno virus 26	687365		0	Other	Anelloviridae	3.798	56.9	-	 Unknown:NC_014079.1/AB041958.2	3	3	2000/12/14	2018/08/13	Complete Genome
Torque teno virus 7	687346		0	Other	Anelloviridae	3.736	48.4	human	 Unknown:NC_014080.1/AF261761.1	3	3	2000/07/12	2018/08/13	Complete Genome
Torque teno virus 3	687342		0	Other	Anelloviridae	3.748	51.4	human	 Unknown:NC_014081.1/AY666122.2	6	6	2004/08/25	2018/08/13	Complete Genome
Torque teno mini virus 7	687375		0	Other	Anelloviridae	2.952	36.2	-	 Unknown:NC_014082.1/AB038627.1	2	2	2000/04/04	2018/08/13	Complete Genome
Torque teno virus 25	687364		0	Other	Anelloviridae	3.763	53.8	human	 Unknown:NC_014083.1/AB041959.1	3	3	2000/12/14	2018/08/13	Complete Genome
Torque teno virus 8	687347		0	Other	Anelloviridae	3.79	50.9	-	 Unknown:NC_014084.1/AB054647.1	4	4	2001/07/03	2018/08/13	Complete Genome
Torque teno tamarin virus	687382		0	Other	Anelloviridae	3.371	52.8	vertebrates	 Unknown:NC_014085.1/AB041960.1	4	4	2000/12/14	2018/08/13	Complete Genome
Torque teno mini virus 2	687370		0	Other	Anelloviridae	2.765	39.4	human	 Unknown:NC_014086.1/AB038629.1	3	3	2000/04/04	2018/08/13	Complete Genome
Torque teno douroucouli virus	687383		0	Other	Anelloviridae	3.718	60.3	vertebrates	 Unknown:NC_014087.1/AB041961.1	3	3	2000/12/14	2018/08/13	Complete Genome
Torque teno mini virus 3	687371		0	Other	Anelloviridae	2.897	38	human	 Unknown:NC_014088.1/AB038630.1	3	3	2000/04/04	2018/08/13	Complete Genome
Torque teno mini virus 5	687373		0	Other	Anelloviridae	2.908	37.1	human	 Unknown:NC_014089.1/AB041962.1	3	3	2000/12/14	2018/08/13	Complete Genome
Torque teno mini virus 4	687372		0	Other	Anelloviridae	2.785	39.9	-	 Unknown:NC_014090.1/AB041963.1	2	2	2000/12/14	2018/08/13	Complete Genome
Torque teno virus 16	687355		0	Other	Anelloviridae	3.818	51.1	-	 Unknown:NC_014091.1/AB017613.1	2	2	1999/07/14	2018/08/13	Complete Genome
Torque teno midi virus 2	687380		0	Other	Anelloviridae	3.253	42.9	human	 Unknown:NC_014093.1/AB290919.1	4	4	2007/03/23	2018/08/13	Complete Genome
Torque teno virus 6	687345		0	Other	Anelloviridae	3.705	50	human	 Unknown:NC_014094.1/AF435014.1	4	4	2001/11/07	2018/08/13	Complete Genome
Torque teno mini virus 6	687374		0	Other	Anelloviridae	2.897	37.4	human	 Unknown:NC_014095.1/AB026929.1	3	3	1999/11/23	2018/08/13	Complete Genome
Torque teno virus 15	687354		0	Other	Anelloviridae	3.787	51.1	-	 Unknown:NC_014096.1/AB028668.1	2	2	2000/04/27	2018/08/13	Complete Genome
Torque teno mini virus 1	687369		0	Other	Anelloviridae	2.856	38.2	human	 Unknown:NC_014097.1/AB026931.1	3	3	1999/11/23	2018/08/13	Complete Genome
Sulfolobus turreted icosahedral virus 2	754004		0	Other	Turriviridae	16.622	36.7	archaea	 Unknown:NC_014099.1/GU080336.1	34	34	2010/04/18	2020/12/20	Complete Genome
Torque teno sus virus 1b	687387		0	Other	Anelloviridae	2.872	50.5	vertebrates	 Unknown:NC_027059.1/AY823990.1	3	3	2005/02/09	2018/08/13	Chromosome
Freesia mosaic virus	421012		0	Other	Potyviridae	9.489	42.9	land plants	NC_014064.1/FM206346.1	2	2	2010/01/07	2018/08/13	Complete Genome
Providence virus	213633		0	Other	Carmotetraviridae	6.155	51.8	invertebrates	 Unknown:NC_014126.1/GU991616.1	5	4	2010/05/04	2018/08/13	Complete Genome
Chiltepin yellow mosaic virus	688701		0	Other	Tymoviridae	6.517	48.9	-	 Unknown:NC_014127.1/FN563123.1	3	3	2010/05/03	2018/08/13	Complete Genome
Sida golden mottle virus	759390		0	Other	Geminiviridae	5.184	44.7628	-	 DNA A:NC_014130.1/GU997691.1;  DNA B:NC_014128.1/GU997692.1	7	7	2010/05/02	2018/08/13	Complete Genome
Slow bee paralysis virus	458132		0	Other	Iflaviridae	9.505	37.5	invertebrates	 Unknown:NC_014137.1/EU035616.1	1	1	2007/08/08	2018/08/13	Complete Genome
Abutilon Brazil virus	665102		0	Other	Geminiviridae	5.271	46.4576	land plants	 DNA A:NC_014138.1/FN434438.1;  DNA B:NC_014139.1/FN434439.1	7	7	2010/05/09	2018/08/13	Complete Genome
Soybean mild mottle virus	761701		0	Other	Geminiviridae	2.768	44.7	land plants	 DNA A:NC_014140.1/GQ472984.1	6	6	2010/05/10	2018/08/13	Complete Genome
Soybean chlorotic blotch virus	761702		0	Other	Geminiviridae	5.355	44.4722	land plants	 DNA A:NC_014141.1/GQ472985.1;  DNA B:NC_014142.1/GQ472986.1	9	9	2010/05/10	2018/08/13	Complete Genome
Bettongia penicillata papillomavirus 1	759701		0	Other	Papillomaviridae	7.737	44.2	vertebrates	 Unknown:NC_014143.1/GU220391.1	7	7	2010/05/08	2018/08/14	Complete Genome
Human papillomavirus 121	915429		0	Other	Papillomaviridae	7.342	37.7	human	NC_014185.1/GQ845443.1	7	7	2010/05/26	2018/08/13	Complete Genome
Streptomyces phage phiSASD1	747763		0	Other	Siphoviridae	37.068	66.3	bacteria	 Unknown:NC_014229.1/GQ379227.1	43	43	2010/06/08	2020/12/20	Complete Genome
Broome virus	667093		0	Other	Reoviridae	22.727	42.1395	vertebrates	 L1:NC_014236.1/GQ258977.1;  L2:NC_014237.1/GQ258978.1;  L3:NC_014238.1/GQ258979.1;  M1:NC_014239.1/GQ258980.1;  M2:NC_014240.1/GQ258981.1;  M3:NC_014241.1/GQ258982.1;  S1:NC_014242.1/GQ258983.1;  S2:NC_014243.1/GQ258984.1;  S3:NC_014244.1/GQ258985.1;  S4:NC_014245.1/GQ258986.1	11	11	2010/05/17	2018/08/13	Complete Genome
Panax virus Y	796352		0	Other	Potyviridae	9.75	40.2	land plants	NC_014252.1/GQ916624.1	2	2	2010/06/15	2018/08/13	Complete Genome
Enterobacteria phage IME08	697227		0	Other	Myoviridae	172.253	39.6	bacteria	 Unknown:NC_014260.1/HM071924.1	255	253	2010/06/15	2020/12/20	Complete Genome
Hyperthermophilic Archaeal Virus 2	762906		0	unclassified archaeal viruses	unclassified	17.666	52.1	-	 Unknown:NC_014321.1/GU722197.1	15	15	2010/07/04	2020/12/20	Complete Genome
Hyperthermophilic Archaeal Virus 1	762905		0	unclassified viruses	unclassified	22.743	46.2	archaea	 Unknown:NC_014322.1/GU722196.1	40	40	2010/07/04	2020/12/20	Complete Genome
Turnip curly top virus	859650		0	Other	Geminiviridae	2.981	42	land plants	 Unknown:NC_014324.1/GU456685.1	6	6	2010/07/06	2018/08/13	Complete Genome
Escherichia virus RB16	329381		0	Other	Myoviridae	176.788	43.5	bacteria	 Unknown:NC_014467.1/HM134276.1	272	270	2010/07/05	2020/12/20	Complete Genome
Bat adeno-associated virus YNM	727962		0	Other	Parvoviridae	4.286	62.9	vertebrates	 Unknown:NC_014468.1/GU226971.1	2	2	2010/08/23	2018/08/13	Complete Genome
Human papillomavirus 127	746832		0	Other	Papillomaviridae	7.181	37	human	NC_014469.1/HM011570.1	7	7	2010/08/24	2018/08/13	Complete Genome
Bat coronavirus BM48-31/BGR/2008	864596		0	Other	Coronaviridae	29.276	40.4	vertebrates	 Unknown:NC_014470.1/GU190215.1	9	9	2010/08/25	2018/08/13	Complete Genome
Croton yellow vein virus	671095		0	Other	Geminiviridae	2.744	42.2	land plants	 DNA A:NC_014473.1/FN543112.1	6	6	2010/08/26	2018/08/13	Complete Genome
Simian retrovirus 4	723802		0	Other	Retroviridae	8.126	43.3	human,vertebrates	 Unknown:NC_014474.1/FJ971077.1	4	4	2010/08/23	2018/08/13	Complete Genome
Torque teno virus 2	687341		0	Other	Anelloviridae	3.322	52.8	human,vertebrates	 Unknown:NC_014480.2/AB049608.1	2	2	2001/01/10	2018/08/13	Complete Genome
Rhododendron virus A	878260		0	Other	Amalgaviridae	3.427	50.7	land plants	 Unknown:NC_014481.1/HQ128706.1	2	2	2010/08/31	2018/08/13	Complete Genome
Tobacco leaf curl virus	67762		0	Other	Geminiviridae	2.762	43.9	land plants	 DNA A:NC_029994.1/KT992046.1	6	6	2016/04/20	2018/08/13	Complete Genome
Velvet tobacco mottle virus	12473		0	Other	Solemoviridae	4.247	47.8	land plants	 Unknown:NC_014509.2/HM754263.2	5	5	2010/09/20	2018/08/13	Complete Genome
Tomato leaf deformation virus	681518		0	Other	Geminiviridae	2.591	43.4	land plants	 DNA A:NC_014510.2/GQ334472.2	5	5	2010/09/17	2018/08/13	Complete Genome
Rotavirus D chicken/05V0049/DEU/2005	884200		0	Other	Reoviridae	18.5	33.1189	vertebrates	 1:NC_014511.1/GU733443.1;  2:NC_014512.1/GU733444.1;  3:NC_014513.1/GU733445.1;  4:NC_014514.1/GU733446.1;  5:NC_014515.1/GU733447.1;  6:NC_014516.1/GU733448.1;  7:NC_014517.1/GU733449.1;  8:NC_014518.1/GU733450.1;  9:NC_014519.1/GU733451.1;  10:NC_014520.1/GU733452.1;  11:NC_014521.1/GU733453.1	12	12	2010/09/18	2018/08/13	Complete Genome
Great Island virus	204269		0	Other	Reoviridae	17.858	57.7735	human,invertebrates	 1:NC_014522.1/HM543465.1;  2:NC_014523.1/HM543466.1;  3:NC_014524.1/HM543467.1;  4:NC_014525.1/HM543468.1;  5:NC_014526.1/HM543469.1;  6:NC_014527.1/HM543470.1;  7:NC_014528.1/HM543471.1;  8:NC_014529.1/HM543472.1;  9:NC_014530.1/HM543473.1;  10:NC_014531.1/HM543474.1	11	11	2010/09/13	2018/08/13	Complete Genome
Brugmansia suaveolens mottle virus	487155		0	Other	Potyviridae	9.87	39.8	land plants	NC_014536.1/AB551370.1	2	2	2010/09/22	2018/08/13	Complete Genome
Tomato leaf curl Oman virus	713949		0	Other	Geminiviridae	2.763	42.7	land plants	 DNA A:NC_014542.1/FJ956700.1	6	6	2010/09/24	2018/08/13	Complete Genome
Synechococcus phage KBS-M-1A	889950	PRJNA53279	53279	Other	Myoviridae	171.744	40.6	bacteria	JF974293.1	221	213	2013/03/25	2013/03/25	Complete Genome
Methylophilales phage HIM624-A	889949	PRJNA53281	53281	Other	Autographiviridae	23.493	38.4	bacteria	JF974298.1	35	35	2012/02/26	2012/02/26	Chromosome
Cyanophage KBS-P-1A	889951	PRJNA53283	53283	Other	Autographiviridae	45.73	47.4	bacteria	 Unknown:NC_020865.1/HQ634188.1	58	57	2013/03/25	2020/12/20	Complete Genome
Cyanophage KBS-S-1A	889952	PRJNA53285	53285	Other	Autographiviridae	32.402	44.7	bacteria	JF974297.1	42	37	2011/11/21	2016/07/25	Chromosome
Cyanophage KBS-S-2A	889953	PRJNA53287	53287	Other	Siphoviridae	40.658	49.1	bacteria	 Unknown:NC_020854.1/HQ634187.1	64	64	2013/03/25	2020/12/20	Complete Genome
Cyanophage MED4-117	889954	PRJNA53289	53289	Other	Siphoviridae	38.834	37.2	-	 Unknown:NC_020857.1/JF974321.1	63	63	2013/03/19	2020/12/20	Complete Genome
Prochlorococcus phage MED4-184	889955	PRJNA53293	53293	Other	Siphoviridae	38.327	37.2	bacteria	 Unknown:NC_020847.1/JF974286.1	60	59	2013/03/23	2020/12/20	Complete Genome
Prochlorococcus phage MED4-213	889956	PRJNA53295	53295	Other	Myoviridae	180.977	37.8	bacteria	 Unknown:NC_020845.1/HQ634174.1	218	216	2013/03/23	2020/12/20	Complete Genome
Cyanophage P-RSM1	536444	PRJNA53297	53297	Other	Myoviridae	177.211	40.2	-	 Unknown:NC_021071.1/HQ634175.1	215	212	2013/03/23	2020/12/20	Complete Genome
Cyanophage P-SS1	889957	PRJNA53299	53299	Other	Myoviridae	178.284	36.7	bacteria	JF974306.1	217	216	2013/02/26	2013/02/26	Chromosome
Cyanophage P-RSM3	536446	PRJNA53301	53301	Other	Myoviridae	178.75	36.7	-	HQ634176.1	211	208	2013/03/23	2013/03/23	Complete Genome
Cyanophage P-RSM6	929832	PRJNA53303	53303	Other	Myoviridae	192.497	39.3	-	 Unknown:NC_020855.1/HQ634193.1	224	221	2013/03/25	2020/12/20	Complete Genome
Synechococcus phage Syn30	536474	PRJNA53305	53305	Other	Myoviridae	178.807	39.9	bacteria	 Unknown:NC_021072.1/HQ634189.1	216	209	2013/03/25	2020/12/20	Complete Genome
Cyanophage Syn2	536473	PRJNA53307	53307	Other	Myoviridae	175.596	41.3	bacteria	HQ634190.1	209	201	2013/03/25	2013/03/25	Complete Genome
Cyanophage Syn10	536472	PRJNA53309	53309	Other	Myoviridae	177.103	40.6	bacteria	HQ634191.1	216	205	2013/03/25	2013/03/25	Complete Genome
Cyanophage S-SSM2	536464	PRJNA53311	53311	Other	Myoviridae	179.98	41.1	bacteria	JF974292.1	208	207	2013/03/25	2013/03/25	Complete Genome
Halorubrum phage GNf2	889959	PRJNA53313	53313	unclassified viruses	unclassified	82.365	53.6	archaea	JF974305.1	112	109	2013/02/26	2013/02/26	Chromosome
Cotton leafroll dwarf virus	312295		0	Other	Luteoviridae	5.866	50.1	land plants	 Unknown:NC_014545.1/GU167940.1	7	7	2010/10/01	2018/08/13	Complete Genome
Frangipani mosaic virus	99585		0	Other	Virgaviridae	6.643	39.3	land plants	 Unknown:NC_014546.1/HM026454.1	4	4	2010/10/03	2018/08/13	Complete Genome
Digitaria didactyla striate mosaic virus	889510		0	Other	Geminiviridae	2.762	48.4	land plants	 Unknown:NC_014547.1/HM122238.1	4	4	2010/10/03	2018/08/13	Complete Genome
Vibrio phage jenny 12G5	573176	PRJNA53545	53545	Other	Siphoviridae	40.557	42.3	bacteria	HQ632860.1	75	75	2013/06/11	2013/06/11	Complete Genome
