#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession	Assembly Accession	Reference	FTP Path	Pubmed ID	Strain
Burkholderia cenocepacia	95486	PRJNA279182	279182	Proteobacteria	Betaproteobacteria	7.7806	67.2443	chromosome 1:NZ_CP013450.1/CP013450.1; chromosome 2:NZ_CP013452.1/CP013452.1; chromosome 3:NZ_CP013451.1/CP013451.1	-	3	7070	6918	2016/09/02	2020/12/25	Complete Genome	Northern Arizona University	SAMN03449602	GCA_001718895.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/718/895/GCA_001718895.1_ASM171889v1	-	MSMB384WGS
Burkholderia pseudomallei	28450	PRJNA244417	244417	Proteobacteria	Betaproteobacteria	7.0854	68.2625	chromosome 1:NZ_CP008781.1/CP008781.1; chromosome 2:NZ_CP008782.1/CP008782.1	-	2	6028	5867	2014/09/18	2021/01/17	Complete Genome	Los Alamos National Laboratory	SAMN02866341	GCA_000756125.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/756/125/GCA_000756125.1_ASM75612v1	25414490	Mahidol-1106a
Burkholderia mallei	13373	PRJNA264186	264186	Proteobacteria	Betaproteobacteria	5.59205	68.5034	chromosome 1:NZ_CP009727.1/CP009727.1; chromosome 2:NZ_CP009728.1/CP009728.1	-	2	4912	4631	2017/09/22	2021/02/10	Complete Genome	USAMRIID	SAMN03121649	GCA_002346025.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/346/025/GCA_002346025.1_ASM234602v1	-	Turkey2
Corynebacterium jeikeium	38289	PRJEB6403	251923	Terrabacteria group	Actinobacteria	2.41465	61.7	chromosome 1:NZ_LS483459.1/LS483459.1	-	1	2114	2022	2018/06/17	2020/12/14	Complete Genome	Wellcome Sanger Institute	SAMEA4017709	GCA_900477975.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/477/975/GCA_900477975.1_46983_G01	-	NCTC11914
Ehrlichia chaffeensis str. West Paces	1249650	PRJNA178990	178990	Proteobacteria	Alphaproteobacteria	1.17094	30.1	chromosome:NZ_CP007480.1/CP007480.1	-	1	953	885	2014/04/17	2020/11/30	Complete Genome	IGS	SAMN02367293	GCA_000632965.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/632/965/GCA_000632965.1_ASM63296v1	-	West Paces
Nitrosococcus oceani ATCC 19707	323261	PRJNA13993	13993	Proteobacteria	Gammaproteobacteria	3.52211	50.3241	chromosome:NC_007484.1/CP000127.1; plasmid A:NC_007483.1/CP000126.1	-	2	3325	3140	2005/10/04	2020/04/26	Complete Genome	DOE Joint Genome Institute	SAMN02598329	GCA_000012805.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/805/GCA_000012805.1_ASM1280v1	-	ATCC 19707
Bacillus thuringiensis Bt407	527021	PRJNA29717	29717	Terrabacteria group	Firmicutes	6.02684	34.8	chromosome:NZ_CM000747.1/CM000747.1	ACMZ01	1	12922	12522	2009/04/30	2020/12/18	Chromosome	Naval Medical Research Center	SAMN00727629	GCA_000161495.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/161/495/GCA_000161495.1_ASM16149v1	22645259	Bt407
Ralstonia solanacearum	305	PRJNA297402	297402	Proteobacteria	Betaproteobacteria	5.53025	66.6626	chromosome:NZ_CP012943.1/CP012943.1; plasmid unnamed:NZ_CP012944.1/CP012944.1	-	2	4866	4650	2016/03/11	2021/02/10	Complete Genome	CIRAD	SAMN04123299	GCA_001587155.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/587/155/GCA_001587155.1_ASM158715v1	26788428	IBSBF1503
Candidatus Pelagibacter ubique HTCC1062	335992	PRJNA13989	13989	Proteobacteria	Alphaproteobacteria	1.30876	29.7	chromosome:NC_007205.1/CP000084.1	-	1	1379	1341	2005/07/22	2021/01/24	Complete Genome	Oregon State University	SAMN02603690	GCA_000012345.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/345/GCA_000012345.1_ASM1234v1	16109880,16267553	HTCC1062
Shigella boydii	621	PRJNA273284	273284	Proteobacteria	Gammaproteobacteria	4.44794	50.8	-	QWSI01	503	4445	3914	2018/09/17	2021/03/09	Contig	FDA Center for Food Safety and Applied Nutrition	SAMN07974665	GCA_003572305.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/572/305/GCA_003572305.1_ASM357230v1	30533843	DMB SH136
Mycobacterium ulcerans subsp. shinshuense	1124626	PRJDB5034	338008	Terrabacteria group	Actinobacteria	6.0663	65.5231	chromosome:NZ_AP017624.1/AP017624.1; plasmid pShTP:NZ_AP017625.1/AP017625.1	-	2	5398	4257	2016/08/04	2020/12/14	Complete Genome	National Institute of Infectious Diseases	SAMD00056531	GCA_002355775.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/775/GCA_002355775.1_ASM235577v1	-	ATCC 33728
Vibrio cholerae MS6	1420885	PRJDB1528	253010	Proteobacteria	Gammaproteobacteria	4.03094	47.4557	chromosome 1:NZ_AP014524.1/AP014524.1; chromosome 2:NZ_AP014525.1/AP014525.1	-	2	3720	3575	2014/06/17	2020/12/20	Complete Genome	Research Institute for Microbial Diseases, Osaka University	SAMD00061025	GCA_000829215.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/829/215/GCA_000829215.1_ASM82921v1	24887199	MS6
Streptococcus salivarius	1304	PRJEB37539	626295	Terrabacteria group	Firmicutes	2.18507	40	-	CADIGW01	1	2025	1904	2020/04/24	2020/08/01	Scaffold	University of Oxford, Oxford, England, UK	SAMEA6647161	GCA_902858935.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/858/935/GCA_902858935.1_Ssal_L25	-	clinical strain from anonymous patient of Limoges Hospital
Rhodopseudomonas palustris	1076	PRJNA644217	644217	Proteobacteria	Alphaproteobacteria	5.32241	65	chromosome:NZ_CP058907.1/CP058907.1	-	1	4874	4776	2020/07/15	2020/08/01	Complete Genome	Fujian Agriculture and Forestry University	SAMN15454726	GCA_013415845.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/415/845/GCA_013415845.1_ASM1341584v1	-	CGMCC 1.2180
Rhodobacter sphaeroides ATCC 17029	349101	PRJNA15754	15754	Proteobacteria	Alphaproteobacteria	4.48938	68.9779	chromosome 1:NC_009049.1/CP000577.1; chromosome 2:NC_009050.1/CP000578.1; plasmid pRSPH01:NC_009040.1/CP000579.1	-	3	4278	4130	2007/02/23	2021/02/17	Complete Genome	US DOE Joint Genome Institute	SAMN02598340	GCA_000015985.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/985/GCA_000015985.1_ASM1598v1	-	ATCC 17029
Yersinia pseudotuberculosis	633	PRJEB6403	251923	Proteobacteria	Gammaproteobacteria	4.6102	47.5	chromosome 1:NZ_LR134373.1/LR134373.1	-	1	4047	3803	2018/12/19	2020/12/14	Complete Genome	Wellcome Sanger Institute	SAMEA4442458	GCA_900637475.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/475/GCA_900637475.1_51108_B01	-	NCTC10275
Francisella tularensis subsp. tularensis TIGB03	1001542	PRJNA64441	64441	Proteobacteria	Gammaproteobacteria	1.96861	32.3	chromosome:NC_016933.2/CP003048.2	-	1	1989	1747	2012/02/23	2021/02/08	Complete Genome	Virginia Polytechnic Institute and State University	SAMN02604301	GCA_000248415.2	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/415/GCA_000248415.2_ASM24841v2	22535949	TIGB03
Mycoplasma agalactiae PG2	347257	PRJNA16095	16095	Terrabacteria group	Tenericutes	0.877438	29.7	chromosome:NC_009497.1/CU179680.1	-	1	771	657	2007/05/23	2020/12/27	Complete Genome	Genoscope	SAMEA3138268	GCA_000063605.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/063/605/GCA_000063605.1_ASM6360v1	-	PG2
Lactobacillus delbrueckii subsp. delbrueckii	83684	PRJDB5979	396289	Terrabacteria group	Firmicutes	1.91031	50.1	chromosome:NZ_AP019750.1/AP019750.1	-	1	1894	1639	2019/06/14	2020/12/15	Complete Genome	National Institute of Technology and Evaluation	SAMD00093676	GCA_006740305.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/740/305/GCA_006740305.1_ASM674030v1	-	NBRC 3202
Leptospira borgpetersenii serovar Ceylonica	508536	PRJNA401006	401006	Spirochaetes	Spirochaetia	3.99278	40.1162	chromosome 1:NZ_CP026671.1/CP026671.1; chromosome 2:NZ_CP026672.1/CP026672.1	-	2	3631	3356	2018/09/10	2021/02/27	Complete Genome	JCVI	SAMN08498447	GCA_003516145.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/516/145/GCA_003516145.1_ASM351614v1	-	Piyasena
Brucella abortus 2308	359391	PRJNA16203	16203	Proteobacteria	Alphaproteobacteria	3.27831	57.2353	chromosome I:NC_007618.1/AM040264.1; chromosome II:NC_007624.1/AM040265.1	-	2	3165	2961	2005/11/22	2020/12/13	Complete Genome	Oak Ridge National Laboratory	SAMEA3138256	GCA_000054005.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/054/005/GCA_000054005.1_ASM5400v1	16299333	2308
Mycoplasma capricolum subsp. capricolum ATCC 27343	340047	PRJNA16208	16208	Terrabacteria group	Tenericutes	1.01002	23.8	chromosome:NC_007633.1/CP000123.1	-	1	871	802	2005/12/06	2020/11/28	Complete Genome	J. Craig Venter Institute	SAMN02603434	GCA_000012765.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/765/GCA_000012765.1_ASM1276v1	-	ATCC 27343
Bartonella bacilliformis KC583	360095	PRJNA16249	16249	Proteobacteria	Alphaproteobacteria	1.44502	38.2	chromosome:NC_008783.1/CP000524.1	-	1	1254	1162	2007/01/04	2020/11/28	Complete Genome	TIGR	SAMN02604047	GCA_000015445.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/445/GCA_000015445.1_ASM1544v1	-	KC583; ATCC 35685
Magnetospirillum magnetotacticum MS-1	272627	PRJNA272834	272834	Proteobacteria	Alphaproteobacteria	4.52393	63.6	-	JXSL01	36	4243	4143	2015/01/28	2021/01/24	Contig	California Institute of Technology	SAMN03287305	GCA_000829825.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/829/825/GCA_000829825.1_ASM82982v1	25838488	MS-1
Xanthomonas citri	346	PRJNA561801	561801	Proteobacteria	Gammaproteobacteria	5.15327	64.6	chromosome:NZ_CP048044.1/CP048044.1	-	1	4361	4114	2020/11/05	2020/12/25	Complete Genome	Universidade de Brasilia	SAMN12628543	GCA_015243835.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/243/835/GCA_015243835.1_ASM1524383v1	-	UnB-Xtec2D
Campylobacter fetus	196	PRJNA604600	604600	Proteobacteria	delta/epsilon subdivisions	1.80458	33.2243	chromosome:NZ_CP059443.1/CP059443.1; plasmid pCFF_00A031_P1:NZ_CP059444.1/CP059444.1	-	2	1822	1742	2020/07/23	2020/12/25	Complete Genome	Canadian Food Inspection Agency	SAMN13976978	GCA_011600945.2	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/600/945/GCA_011600945.2_ASM1160094v2	-	CFF00A031
Xanthomonas oryzae pv. oryzicola	129394	PRJNA248159	248159	Proteobacteria	Gammaproteobacteria	4.43083	64.1	chromosome:NZ_CP007810.1/CP007810.1	-	1	4125	3472	2015/06/08	2020/11/22	Complete Genome	Key Laboratory of Agricultural Biodiversity for Plant Disease Management under the Ministry of Education	SAMN02793996	GCA_001021915.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/021/915/GCA_001021915.1_ASM102191v1	-	YM15
Streptococcus mitis	28037	PRJNA274768	274768	Terrabacteria group	Firmicutes	1.9152	40.1	-	JYGP01	3	1897	1783	2015/03/23	2021/01/18	Contig	University at Buffalo	SAMN03334899	GCA_000960005.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/960/005/GCA_000960005.1_ASM96000v1	25999552	OT25
Sodalis glossinidius str. 'morsitans'	343509	PRJEB9474	327623	Proteobacteria	Gammaproteobacteria	4.31166	54.3625	chromosome 1:LN854557.1; plasmid pSG1:LN854558.1; plasmid pSG2:LN854559.1; plasmid pSG3:LN854560.1	-	4	5814	3358	2016/07/01	2020/06/17	Complete Genome	CENTRE FOR GENOMIC RESEARCH (CGR)	SAMEA3430699	GCA_900004845.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/004/845/GCA_900004845.1_SgGMMB4	-	morsitans
Salinispora tropica CNB-440	369723	PRJNA16342	16342	Terrabacteria group	Actinobacteria	5.18333	69.5	chromosome:NC_009380.1/CP000667.1	-	1	4723	4505	2007/04/17	2021/02/07	Complete Genome	US DOE Joint Genome Institute	SAMN02598367	GCA_000016425.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/425/GCA_000016425.1_ASM1642v1	19590008	CNB-440
Thermotoga neapolitana DSM 4359	309803	PRJNA21023	21023	Thermotogae	Thermotogae	1.88456	46.9	chromosome:NC_011978.1/CP000916.1	-	1	1940	1835	2009/01/27	2021/03/21	Complete Genome	Genotech Corp.	SAMN02603251	GCA_000018945.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/945/GCA_000018945.1_ASM1894v1	19129632	DSM 4359
Clostridioides difficile	1496	PRJNA369458	369458	Terrabacteria group	Firmicutes	4.12438	28.7	chromosome:NZ_CP019870.1/CP019870.1	-	1	3729	3548	2017/02/28	2021/03/19	Complete Genome	Kyung Hee University	SAMN06286529	GCA_002007885.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/007/885/GCA_002007885.1_ASM200788v1	-	BR81
Roseobacter denitrificans	2434	PRJNA231221	231221	Proteobacteria	Alphaproteobacteria	4.30879	58.9291	chromosome:NZ_CP027407.1/CP027407.1; plasmid unnamed1:NZ_CP027406.1/CP027406.1; plasmid unnamed2:NZ_CP027408.1/CP027408.1	-	3	4028	3947	2018/03/09	2020/10/22	Complete Genome	US Food and Drug Administration 	SAMN06173322	GCA_002983865.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/983/865/GCA_002983865.1_ASM298386v1	-	FDAARGOS_309
Cupriavidus pinatubonensis JMP134	264198	PRJNA10646	10646	Proteobacteria	Betaproteobacteria	7.25529	64.4539	chromosome 1:NC_007347.1/CP000093.1; chromosome 2:NC_007348.1/CP000091.1; plasmid 1:NC_007337.1/CP000090.1; plasmid megaplasmid:NC_007336.1/CP000092.1	-	4	6717	6487	2005/08/10	2021/03/14	Complete Genome	DOE Joint Genome Institute	SAMN02598255	GCA_000203875.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/203/875/GCA_000203875.1_ASM20387v1	-	JMP134
Desulfitobacterium hafniense DCB-2	272564	PRJNA205	205	Terrabacteria group	Firmicutes	5.27913	47.5	chromosome:NC_011830.1/CP001336.1	-	1	4992	4802	2009/01/05	2021/03/18	Complete Genome	US DOE Joint Genome Institute	SAMN02598433	GCA_000021925.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/925/GCA_000021925.1_ASM2192v1	22316246	DCB-2
Aeromonas salmonicida	645	PRJNA622411	622411	Proteobacteria	Gammaproteobacteria	4.62172	59	chromosome:NZ_CP051883.1/CP051883.1	-	1	4248	4041	2020/04/29	2020/12/25	Complete Genome	Jimei University	SAMN14515089	GCA_012931585.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/931/585/GCA_012931585.1_ASM1293158v1	-	SRW-OG1
Oenococcus oeni	1247	PRJNA311683	311683	Terrabacteria group	Firmicutes	1.87698	37.7	chromosome:NZ_CP014324.1/CP014324.1	-	1	1877	1768	2018/03/02	2021/03/19	Complete Genome	University of Bordeaux	SAMN04487212	GCA_002966535.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/966/535/GCA_002966535.1_ASM296653v1	-	UBOCC-A-315001
Coxiella burnetii RSA 493	227377	PRJNA41	41	Proteobacteria	Gammaproteobacteria	2.03281	42.6376	chromosome:NC_002971.4/AE016828.3; plasmid pQpH1:NC_004704.2/AE016829.2	-	2	2085	1833	2001/08/28	2017/10/04	Complete Genome	TIGR	SAMN02603970	GCA_000007765.2	REFR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/765/GCA_000007765.2_ASM776v2	12704232,19047403	RSA 493
Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393	1423732	PRJDB480	231330	Terrabacteria group	Firmicutes	2.95296	47.8636	chromosome:NZ_AP012544.1/AP012544.1; plasmid pLBCZ-1:NZ_AP012545.1/AP012545.1; plasmid pLBCZ-2:NZ_AP012546.1/AP012546.1	-	3	2863	2585	2013/08/14	2020/12/20	Complete Genome	Kyushu University	SAMD00061035	GCA_000829055.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/829/055/GCA_000829055.1_ASM82905v1	24116025	ATCC 393
Salinispora arenicola CNS-205	391037	PRJNA17109	17109	Terrabacteria group	Actinobacteria	5.78636	69.5	chromosome:NC_009953.1/CP000850.1	-	1	5103	4891	2007/10/05	2020/12/17	Complete Genome	US DOE Joint Genome Institute	SAMN02598378	GCA_000018265.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/265/GCA_000018265.1_ASM1826v1	-	CNS-205
Desulfovibrio vulgaris RCH1	573059	PRJNA32603	32603	Proteobacteria	delta/epsilon subdivisions	3.73436	63.2409	chromosome:NC_017310.1/CP002297.1; plasmid pDEVAL01:NC_017311.1/CP002298.1	-	2	3280	3171	2010/11/05	2020/09/24	Complete Genome	US DOE Joint Genome Institute (JGI-PGF)	SAMN00002688	GCA_000166115.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/115/GCA_000166115.1_ASM16611v1	-	RCH1
Delftia acidovorans	80866	PRJNA244541	244541	Proteobacteria	Betaproteobacteria	6.77796	66.6	-	JOUB01	1	6160	6011	2014/08/18	2020/11/30	Scaffold	Los Alamos National Laboratory	SAMN02867546	GCA_000741825.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/741/825/GCA_000741825.1_ASM74182v1	25237026	2167
Rickettsia bellii RML369-C	336407	PRJNA13996	13996	Proteobacteria	Alphaproteobacteria	1.52208	31.6	chromosome:NC_007940.1/CP000087.1	-	1	1563	1400	2006/04/05	2020/11/08	Complete Genome	CNRS	SAMN02603144	GCA_000012385.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/385/GCA_000012385.1_ASM1238v1	16703114	RML369-C
Bacillus subtilis subsp. subtilis str. 168	224308	PRJNA76	76	Terrabacteria group	Firmicutes	4.21561	43.5	chromosome:NC_000964.3/AL009126.3	-	1	4536	4237	1997/11/20	2021/02/12	Complete Genome	BSNR	SAMEA3138188	GCA_000009045.1	REFR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/045/GCA_000009045.1_ASM904v1	9384377,19383706,23429746	168
Methanococcus maripaludis	39152	PRJNA632156	632156	Euryarchaeota	Methanomada group	1.7791	32.9	-	JACDUN01	3	1930	1878	2020/07/27	2020/08/03	Scaffold	DOE Joint Genome Institute	SAMN14908255	GCA_013761165.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/761/165/GCA_013761165.1_ASM1376116v1	-	C12
Ralstonia pickettii	329	PRJEB33885	559126	Proteobacteria	Betaproteobacteria	5.25477	63.6	-	CABKQE01	17	4938	4785	2019/08/12	2020/08/31	Scaffold	EMG	SAMEA5850887	GCA_902374465.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/374/465/GCA_902374465.1_MGYG-HGUT-01384	-	MGYG-HGUT-01384
Lactobacillus helveticus	1587	PRJNA319465	319465	Terrabacteria group	Firmicutes	2.04903	36.9856	chromosome:NZ_CP015444.1/CP015444.1; plasmid pFAM8627:NZ_CP015445.1/CP015445.1	-	2	2122	1691	2018/01/03	2021/01/09	Complete Genome	Agroscope	SAMN04892856	GCA_002849915.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/849/915/GCA_002849915.1_ASM284991v1	-	FAM8627
Geobacillus stearothermophilus	1422	PRJNA496306	496306	Terrabacteria group	Firmicutes	2.87978	52.2	-	RCTK01	297	3130	2690	2018/10/21	2020/08/13	Scaffold	Korea University	SAMN10227543	GCA_003667675.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/667/675/GCA_003667675.1_ASM366767v1	-	FHS-PCGT134
Rickettsia rickettsii str. Iowa	452659	PRJNA19943	19943	Proteobacteria	Alphaproteobacteria	1.2682	32.4	chromosome:NC_010263.3/CP000766.3	-	1	1433	1230	2008/01/17	2021/02/08	Complete Genome	Rocky Mountain Laboratories	SAMN02603768	GCA_000017445.3	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/445/GCA_000017445.3_ASM1744v3	18025092	Iowa
Photobacterium damselae subsp. damselae	85581	PRJNA314299	314299	Proteobacteria	Gammaproteobacteria	4.59455	40.8367	chromosome I:NZ_CP070624.1/CP070624.1; chromosome II:NZ_CP070625.1/CP070625.1; plasmid pPHDD1:NZ_CP070626.1/CP070626.1	-	3	4130	3785	2021/02/22	2021/03/05	Complete Genome	Universidade de Santiago de Compostela	SAMN04531896	GCA_001708035.2	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/708/035/GCA_001708035.2_ASM170803v2	-	RM-71
Borreliella afzelii PKo	390236	PRJNA17057	17057	Spirochaetes	Spirochaetia	1.2325	27.6984	chromosome:NC_008277.1/CP000395.1; plasmid cp27:NC_008274.1/CP000402.1; plasmid cp30:NC_008273.1/CP000400.1; plasmid lp25:NC_008569.1/CP000403.1; plasmid lp28:NC_008568.1/CP000401.1; plasmid lp32:NC_008567.1/CP000399.1; plasmid lp34:NC_008566.1/CP000398.1; plasmid lp60:NC_008564.1/CP000396.1; plasmid lp60-2:NC_008565.1/CP000397.1	-	12	1218	1108	2006/07/31	2021/03/10	Chromosome	Fritz Lipmann Institute (former Institute of Molecular Biotechnology, IMB)	SAMN02641500	GCA_000165595.2	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/595/GCA_000165595.2_ASM16559v2	-	PKo
Faecalibacterium prausnitzii	853	PRJNA432550	432550	Terrabacteria group	Firmicutes	2.97094	56.4	chromosome:NZ_CP030777.1/CP030777.1	-	1	2846	2682	2018/07/11	2021/03/19	Complete Genome	University College Cork	SAMN08494074	GCA_003312465.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/312/465/GCA_003312465.1_ASM331246v1	-	APC918/95b
Bifidobacterium adolescentis	1680	PRJNA445212	445212	Terrabacteria group	Actinobacteria	2.19243	59.6	chromosome:NZ_CP028341.1/CP028341.1	-	1	1841	1738	2018/04/03	2021/01/12	Complete Genome	China Agricultural University	SAMN08770276	GCA_003030905.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/030/905/GCA_003030905.1_ASM303090v1	-	1-11
Vibrio harveyi	669	PRJNA260398	260398	Proteobacteria	Gammaproteobacteria	5.88149	44.9616	chromosome 1:NZ_CP009467.1/CP009467.2; chromosome 2:NZ_CP009468.1/CP009468.1	-	2	5419	5195	2014/10/31	2021/01/19	Complete Genome	NRL	SAMN03075601	GCA_000770115.2	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/770/115/GCA_000770115.2_ASM77011v2	25635019	ATCC 33843 (392 [MAV])
Cenarchaeum symbiosum A	414004	PRJNA202	202	TACK group	Thaumarchaeota	2.04509	57.4	chromosome:DP000238.1	-	1	2066	2017	2006/11/20	2014/05/27	Chromosome	DOE Joint Genome Institute	SAMN02744041	GCA_000200715.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/200/715/GCA_000200715.1_ASM20071v1	-	-
Saccharopolyspora erythraea NRRL 2338	405948	PRJEA18489	18489	Terrabacteria group	Actinobacteria	8.2128	71.1	chromosome:NC_009142.1/AM420293.1	-	1	7287	7045	2007/03/21	2020/12/13	Complete Genome	Department of Biochemistry, University of Cambridge	SAMEA2272514	GCA_000062885.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/062/885/GCA_000062885.1_ASM6288v1	17369815	NRRL 2338
Thermoanaerobacter ethanolicus CCSD1	589861	PRJNA33633	33633	Terrabacteria group	Firmicutes	2.20485	34.2	-	ACXY01	90	2293	1974	2009/08/27	2020/12/20	Contig	US DOE Joint Genome Institute (JGI-PGF)	SAMN02441798	GCA_000175815.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/175/815/GCA_000175815.1_ASM17581v1	-	CCSD1
Vibrio parahaemolyticus	670	PRJNA487159	487159	Proteobacteria	Gammaproteobacteria	5.16864	45.4	chromosome 1:NZ_CP031781.1/CP031781.1; chromosome 2:NZ_CP031782.1/CP031782.1	-	2	4736	4531	2019/01/09	2021/03/09	Complete Genome	Shanghai Ocean University	SAMN09874427	GCA_004006515.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/006/515/GCA_004006515.1_ASM400651v1	-	VPD14
Methylorubrum extorquens PA1	419610	PRJNA18637	18637	Proteobacteria	Alphaproteobacteria	5.47115	68.2	chromosome:NC_010172.1/CP000908.1	-	1	5046	4840	2007/12/20	2020/09/24	Complete Genome	US DOE Joint Genome Institute (JGI-PGF)	SAMN00000030	GCA_000018845.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/845/GCA_000018845.1_ASM1884v1	-	PA1
Lactococcus garvieae	1363	PRJNA231221	231221	Terrabacteria group	Firmicutes	2.08434	38.627	chromosome:NZ_CP065637.1/CP065637.1; plasmid unnamed:NZ_CP065636.1/CP065636.1	-	2	2091	1925	2020/12/14	2020/12/25	Complete Genome	US Food and Drug Administration 	SAMN13450459	GCA_016026695.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/026/695/GCA_016026695.1_ASM1602669v1	-	FDAARGOS_929
Sulfolobus islandicus M.16.4	426118	PRJNA18807	18807	TACK group	Crenarchaeota	2.58665	35	chromosome:NC_012726.1/CP001402.1	-	1	2836	2665	2009/05/27	2020/11/09	Complete Genome	US DOE Joint Genome Institute	SAMN02598414	GCA_000022445.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/445/GCA_000022445.1_ASM2244v1	19435847	M.16.4
